time_s,x,y,vx,vy
-50,115.86307272911266,205.65114530872793,27.212370663166432,57.502158562986914
-49,143.11816471565663,263.2109053576854,27.31644561275696,57.61849091790835
-48,170.5271647175967,320.88046941478524,27.514122851257426,57.71185008355113
-47,198.16238126298742,378.6137805705275,27.759712624205598,57.74273438641329
-46,226.05412915678167,436.3418209981485,28.02791996947528,57.7012671208856
-45,254.2199862490209,493.98852092885915,28.301422455993674,57.576418205038884
-44,282.6528775662074,551.4656225502945,28.56263543482714,57.36446471539678
-43,311.33402625542465,608.6841207920647,28.79015582390879,57.05252252299092
-42,340.2218705809518,665.5368495985749,28.98372031377088,56.639126337480725
-41,369.30159189097014,721.9357816853038,29.17765982764428,56.14595480680333
-40,398.5797880231058,777.8072369330903,29.379392702113872,55.58821643885233
-39,428.05861356982336,833.0940638944058,29.575834400459943,54.97602606509364
-38,457.72690094495346,887.7413012077178,29.75860846158951,54.309872124655755
-37,487.56678280777425,941.6892100132433,29.914239467034683,53.56992379279551
-36,517.541468862614,994.849823047538,30.02813742325333,52.73599822362263
-35,547.6129474660077,1047.1398649890973,30.111704814652157,51.838048240276095
-34,577.7596795609411,1098.5146433746281,30.17967541311912,50.90626979654331
-33,607.9662461296692,1148.9432511015646,30.229489523855893,49.9470309109519
-32,638.213339431428,1198.4075601759039,30.263346102918224,48.98435696347599
-31,668.487738846385,1246.9142969788443,30.28160421461844,48.02867886698338
-30,698.7704781132535,1294.4676935675375,30.28165308408421,47.081327743491265
-29,729.0486213007174,1341.083909729224,30.274430812041924,46.15484841019089
-28,759.3200548689696,1386.7839983340764,30.26935393489619,45.24819291536224
-27,789.5905471999484,1431.5823349062018,30.273931146066182,44.347655459294415
-26,819.8700258528809,1475.4783227045218,30.284834432572787,43.44415835879667
-25,850.1593266619684,1518.4719500607684,30.293069509702416,42.544556569218
-24,880.4582724447384,1560.5724417643066,30.30762730419047,41.65997254368576
-23,910.7773237004159,1601.793847613023,30.330412388878205,40.78124591280336
-22,941.1182503923518,1642.1354805326682,30.350656983136552,39.90416011018641
-21,971.4765054754366,1681.604581891128,30.364505003638055,39.03431648076674
-20,1001.8410520019206,1720.2014918960726,30.359727831018038,38.156608056960344
-19,1032.1862833218786,1757.912701485653,30.325917211615607,37.26361007496698
-18,1062.48458754158,1794.7252874372537,30.267209941497015,36.36033826671488
-17,1092.7160857401257,1830.6344906744696,30.194650277137065,35.460404424623455
-16,1122.8733055847808,1865.6545894620835,30.120343079557863,34.5859501092805
-15,1152.9525000609433,1899.8104945322016,30.033220367084873,33.72380671145
-14,1182.9320263768827,1933.0975393356825,29.92293782840822,32.84767266571653
-13,1212.7937143946283,1965.5016216490155,29.798671320337064,31.958883976125662
-12,1242.5290752243366,1997.0200334105825,29.67352343260451,31.084273654480068
-11,1272.1472736016487,2027.6921246102083,29.567912570305698,30.27553028953186
-10,1301.6730862817813,2057.5994875945394,29.486859458506597,29.551967739262167
-9,1331.1280122687403,2086.8240596546157,29.426865596943053,28.9124038866414
-8,1360.5334085696775,2115.453237745386,29.38664501741019,28.35966716671321
-7,1389.9047451892736,2143.568464958146,29.356753095016398,27.882143357095874
-6,1419.2496071575072,2171.244198771463,29.3349383660135,27.48464248313334
-5,1448.5797157051275,2198.567223768855,29.32840498849065,27.175563142498135
-4,1477.9137338828632,2225.6274830826246,29.343821856091452,26.962957880359166
-3,1507.2722107887773,2252.5242890875797,29.373792838092786,26.843801292239288
-2,1536.6587322411717,2279.33239332363,29.39600186646284,26.776567673700193
-1,1566.0588966744413,2306.0863731024497,29.402257353047386,26.736180057570515
0,1595.4611695426547,2332.813878794942,29.402280625796678,26.72316850995265
