time_s,x,y,vx,vy
-60,-579.1515600405106,476.79806934236086,16.090485069961574,15.739184311248266
-59,-563.061074970549,492.5372536536091,19.869836534754086,12.075626463816633
-58,-539.4118869710024,500.9493222699941,22.86917881059145,11.449000614538534
-57,-517.3227173493661,515.4352548826862,22.27947491288785,13.306638318323223
-56,-494.85293714522675,527.5625989066406,24.058927286436102,8.614555462526539
-55,-469.20486277649394,532.6643658077393,23.9607253280536,9.157275919995413
-54,-446.93148648911955,545.8771507466314,30.186584076038912,25.435157984077534
-53,-408.8316946244161,583.5346817758943,39.66057495159478,30.982491028997856
-52,-367.61033658593,607.8421328046271,41.935417182789934,23.332800303735212
-51,-324.96086025883625,630.2002823833648,35.99785386926785,18.80381997765025
-49,-279.57164235160405,653.5906039343156,36.22700860814942,26.508497839561414
-48,-236.578433916188,687.50577030592,41.24512606046247,35.710721796648784
-47,-197.08139023067912,725.0120475276132,39.936305968092725,34.10852323628336
-46,-156.70582198000255,755.7228167784867,42.57443143146769,23.1966182967019
-45,-111.93252736774375,771.405284121017,43.72716087348546,26.149704302869623
-44,-69.25150023303163,808.022225384226,38.88153254680591,35.86912825461502
-43,-34.16946227413193,843.143540630247,33.09877495102687,32.46851545076271
-42,-3.053950330977898,872.9592562857514,30.11337859843338,22.067072330427038
-41,26.057294922734826,887.2776852911011,27.81406193265531,13.474583854571392
-40,52.57417353433272,899.9084239948942,27.015758107900034,19.134263554873712
-39,80.0888111385349,925.5462124008485,23.418837923316048,21.450076811160187
-37,110.54328826162251,951.6955196439922,25.146031319660608,10.674136912647214
-36,140.64871596034152,961.1693982021771,30.441909561690082,8.968115460131628
-35,171.42710738500267,969.6317505642554,30.19834535275764,10.792932051187108
-34,201.0454066658568,982.7552623045514,31.4866693398523,15.642904624845414
-33,234.40044606470727,1000.9175598139462,33.16758936464343,17.952904816266596
-32,267.38058539514367,1018.6610719370846,33.98141067571255,15.564514937315778
-31,302.3632674161324,1032.0465896885778,32.7891273131537,11.833531051655825
-30,332.95884002145107,1042.3281340403962,28.215708975733236,9.46329796696682
-29,358.79468536759885,1050.9731856225114,23.835865153700894,9.206017218859131
-27,398.4664949052131,1071.6290826072052,28.883042655151883,11.044455622087526
-26,431.8731065035374,1083.0317917941632,35.115276264815265,9.924335061705165
-25,468.6970474348436,1091.4777527306155,38.985211676350815,14.139582619730504
-24,509.843529856239,1111.3109570336242,38.39115515745584,12.181660871105123
-23,545.4793577497553,1115.8410744728258,35.83660654763071,2.1621536152538283
-22,581.5167429515004,1115.6352642641318,40.771523373763046,7.275635570205395
-21,627.0224044972814,1130.3923456132366,37.37981753695351,9.301158913876293
-20,656.2763780254074,1134.2375820918844,36.3616607633424,7.520262846881565
-19,699.7457260239662,1145.4328713069997,41.951631527112,12.19264171165753
-18,740.1796410796314,1158.6228655151995,39.78535991506351,8.214022787469275
-17,779.3164458540932,1161.8609168819382,37.34770242475224,-0.6296391935293286
-16,814.8750459291359,1157.3635871281408,42.5393512140742,9.034688999415948
-15,864.3951482822416,1179.9302948807701,47.376103126754515,19.248114776504735
-14,909.627252182645,1195.8598166811503,48.750246803768164,14.832663952517919
-13,961.895641889778,1209.595622785806,48.78850613105993,15.512146740937737
-12,1007.2042644447648,1226.8841101630258,48.00176840274122,17.689345909811777
-11,1057.8991786952604,1244.9743146054295,54.96806568858716,17.10498077269483
-10,1117.1403958219391,1261.0940717084154,63.094927394189995,26.463732393711553
-9,1184.0890334836404,1297.9017793928526,56.5496201277648,21.454848466779936
-8,1230.2396360774687,1304.0037686419753,57.370672232354764,17.804212280892557
-7,1298.83037794835,1333.5102039546377,63.09997856973462,22.737901780469087
-6,1356.439593216938,1349.4795722029135,57.03269138435644,9.906292360703901
-5,1412.8957607170628,1353.3227886760455,54.28383393483807,5.245297399080528
-4,1465.007261086614,1359.9701670010745,47.48736924507966,6.618990572271741
-3,1507.870499207222,1366.560769820589,42.987119094680565,3.55692287167858
-2,1550.9814992759752,1367.0840127444317,52.87314465068971,11.704884003616257
-1,1613.6167885086015,1389.9705378278215,47.43495608702631,10.200045724310144
0,1645.8514114500279,1387.484104193052,32.23462294142632,-2.4864336347695826
